index,BATHRM,HF_BATHRM,AC,ROOMS,BEDRM,SALEDATE,KITCHENS,FIREPLACES,LANDAREA,LONGITUDE,LATITUDE,QUADRANT,PRICE,ZIPCODE,WARD
29597,2,1,N,6,3,2017,1,0,1389,-77.01457945,38.91567537,NW,828000,20001,1
29598,3,0,N,9,6,2001,1,0,2298,-77.02562536,38.94341186,NW,139800,20011,4
29599,4,1,Y,13,6,2010,1,0,2008,-77.02539228,38.94353533,NW,524000,20011,4
29600,3,1,Y,9,5,2006,1,1,1621,-77.02481665,38.94380372,NW,510000,20011,4
29601,2,0,N,9,3,2003,1,0,3762,-77.02360466,38.94318357,NW,265000,20011,4
29602,3,0,Y,7,4,2006,1,1,3750,-77.02402627,38.94316582,NW,577500,20011,4
29603,3,1,Y,16,4,2012,1,1,4256,-77.02462021,38.94314732,NW,625000,20011,4
29604,3,0,N,14,5,2012,2,1,3960,-77.02455208,38.94328652,NW,659000,20011,4
29605,5,0,Y,7,7,2011,2,1,3224,-77.02421876,38.94375457,NW,507000,20011,4
29606,2,0,Y,9,5,2015,1,1,4600,-77.02369094,38.94387133,NW,198600,20011,4
29607,4,0,Y,6,4,2007,1,0,4150,-77.02367694,38.94373648,NW,212525,20011,4
29608,1,0,N,6,3,2004,1,0,1700,-77.02079981,38.93303662,NW,318000,20010,1
29609,1,0,N,6,3,2001,1,0,2900,-77.02082602,38.93314921,NW,159000,20010,1
29610,2,2,Y,7,3,2014,1,0,2900,-77.02081885,38.93309724,NW,620000,20010,1
29611,2,0,N,7,3,2015,1,0,2691,-77.02183049,38.93318597,NW,425000,20010,1
29612,2,1,Y,6,3,2003,1,1,2216,-77.02190407,38.93316415,NW,193000,20010,1
29613,2,2,Y,6,3,2008,1,1,2629,-77.02197638,38.93316035,NW,352500,20010,1
29614,1,0,N,7,3,2016,1,0,1600,-77.02145281,38.93371203,NW,585000,20010,1
29615,3,1,Y,8,3,2009,2,0,1600,-77.02124533,38.93375621,NW,170000,20010,1
29616,2,0,Y,6,3,2010,1,1,1952,-77.02246398,38.93010428,NW,445000,20010,1
29617,1,1,N,7,3,2016,1,0,1978,-77.0225356,38.93010679,NW,350000,20010,1
29618,2,1,Y,7,4,2018,1,0,2004,-77.02260399,38.93010273,NW,775000,20010,1
29619,3,0,N,7,4,2001,1,0,1586,-77.02297039,38.93045082,NW,89000,20010,1
29620,3,1,Y,7,4,2016,1,0,1624,-77.02290039,38.93045732,NW,825000,20010,1
29621,3,1,Y,6,3,2013,1,0,1650,-77.02283027,38.93046959,NW,575000,20010,1
29622,1,1,Y,6,3,2013,1,0,1676,-77.02276292,38.93047375,NW,500000,20010,1
29623,3,1,Y,8,4,2010,1,0,1702,-77.0226928,38.93048115,NW,468500,20010,1
29624,2,0,Y,7,3,2005,1,0,1727,-77.02262199,38.93049458,NW,419000,20010,1
29625,1,0,N,6,3,2017,1,0,1753,-77.02255256,38.93049775,NW,600000,20010,1
29626,6,0,Y,8,4,2004,2,0,1779,-77.02248129,38.93049686,NW,260000,20010,1
29627,1,0,N,8,4,2002,1,0,1053,-77.02209279,38.92805731,NW,125000,20001,1
29628,3,0,Y,6,2,2017,1,0,853,-77.02258904,38.92804136,NW,725000,20001,1
29629,1,0,N,6,3,2015,1,0,882,-77.02251627,38.92804723,NW,530000,20001,1
29630,2,0,N,6,3,1996,1,0,1003,-77.02165536,38.92809135,NW,77000,20001,1
29631,2,0,N,6,3,1996,1,0,1022,-77.02159378,38.92809875,NW,28000,20001,1
29632,3,0,N,6,3,1995,1,0,1060,-77.02148261,38.92811742,NW,44500,20001,1
29633,2,0,N,6,3,1997,1,0,1078,-77.02143186,38.92811526,NW,89500,20001,1
29634,1,0,N,6,3,2010,1,0,1222,-77.02115693,38.92813405,NW,273000,20001,1
29635,3,1,Y,6,4,2010,2,0,1284,-77.02096987,38.92815426,NW,422400,20001,1
29636,1,0,N,6,3,1994,1,0,1457,-77.02092317,38.92816868,NW,77800,20001,1
29637,1,0,N,7,4,2017,1,0,857,-77.02220547,38.92806575,NW,540000,20001,1
29638,1,0,Y,3,1,2012,1,0,669,-77.02215484,38.92806801,NW,179500,20001,1
29639,1,0,N,7,4,2001,1,0,1462,-77.02226566,38.92804718,NW,110750,20001,1
29640,2,0,Y,6,3,2005,1,0,1015,-77.02129228,38.92759956,NW,425000,20001,1
29641,1,1,N,6,3,2010,1,0,2787,-77.01945618,38.93568105,NW,460000,20010,1
29642,2,0,Y,6,4,2016,1,0,1592,-77.01945293,38.93561944,NW,682000,20010,1
29643,3,1,Y,6,4,2014,2,0,1515,-77.01945049,38.93555728,NW,799000,20010,1
29644,1,0,Y,6,3,2002,1,0,1437,-77.01944863,38.93549485,NW,171000,20010,1
29645,1,1,N,6,3,1995,1,0,1598,-77.01944838,38.93543252,NW,128500,20010,1
29646,2,1,Y,6,4,2014,1,0,1780,-77.01944514,38.93536955,NW,620500,20010,1
29647,1,1,N,7,4,2004,1,1,1809,-77.02109911,38.9365888,NW,349000,20010,1
29648,1,0,N,7,3,2007,1,1,2195,-77.01978551,38.9370517,NW,450000,20010,1
29649,4,2,Y,12,4,2015,2,0,1700,-77.02098975,38.93689592,NW,950000,20010,1
29650,1,0,N,6,3,1997,1,0,1499,-77.02009454,38.93429961,NW,73982,20010,1
29651,2,0,Y,6,3,2003,2,0,1499,-77.02020226,38.93426113,NW,300000,20010,1
29652,1,1,N,7,3,1998,1,0,1500,-77.02036937,38.93423137,NW,117000,20010,1
29653,2,0,N,7,4,2014,2,0,1500,-77.02043257,38.93422488,NW,500000,20010,1
29654,1,1,Y,7,3,2017,1,0,1500,-77.02048562,38.93421216,NW,674900,20010,1
29655,3,1,Y,6,4,2010,1,0,1500,-77.02055044,38.93421251,NW,475000,20010,1
29656,1,0,N,6,3,2004,1,0,1500,-77.02066278,38.93418862,NW,227000,20010,1
29657,1,1,N,6,3,1996,1,0,2999,-77.01995361,38.92981837,NW,125000,20010,1
29658,2,0,Y,6,4,2004,1,0,2999,-77.01994772,38.92977819,NW,349500,20010,1
29659,2,1,Y,9,4,2015,2,0,1500,-77.02002329,38.92947874,NW,705500,20010,1
29660,2,0,N,8,4,2007,1,0,1800,-77.0201475,38.92945872,NW,400000,20010,1
29661,1,1,N,7,3,2013,1,0,1800,-77.02027205,38.92943861,NW,209520,20010,1
29662,3,1,Y,6,3,2015,1,1,1379,-77.01456086,38.91556719,NW,860000,20001,1
29663,2,0,N,6,3,2017,1,1,2009,-77.02246709,38.93447295,NW,581000,20010,1
29664,2,1,Y,6,4,2009,1,0,1833,-77.02325803,38.93399337,NW,203000,20010,1
29665,1,1,Y,6,3,1992,1,0,2222,-77.02319321,38.93399663,NW,118750,20010,1
29666,2,0,Y,5,3,2009,1,0,2500,-77.02277248,38.93404707,NW,229999,20010,1
29667,1,0,N,6,2,2016,1,1,947,-77.02195197,38.93441882,NW,489000,20010,1
29668,1,0,N,6,3,2002,1,0,899,-77.0219813,38.93453124,NW,107000,20010,1
29669,1,1,N,6,2,2017,1,0,851,-77.02198929,38.93463888,NW,425000,20010,1
29670,1,1,Y,6,2,2014,1,0,997,-77.02199242,38.93467564,NW,505000,20010,1
29671,2,0,Y,8,3,2005,1,0,2523,-77.02309518,38.93402088,NW,180000,20010,1
29672,1,1,Y,6,3,2010,1,0,1810,-77.02294905,38.93402983,NW,190000,20010,1
29673,1,0,Y,8,3,2004,1,0,1871,-77.0207184,38.93548238,NW,390350,20010,1
29674,2,0,N,7,4,2017,1,0,1700,-77.02064966,38.93549267,NW,456500,20010,1
29675,2,2,N,8,4,2011,1,1,1700,-77.02037043,38.93553064,NW,430000,20010,1
29676,3,1,Y,6,6,2014,2,0,1700,-77.0203025,38.93554002,NW,800000,20010,1
29677,3,0,Y,8,4,2013,1,1,1700,-77.02023422,38.93554967,NW,660000,20010,1
29678,3,1,Y,8,4,2013,2,0,1700,-77.02016295,38.93555887,NW,770000,20010,1
29679,4,0,Y,10,3,2001,2,0,1700,-77.02009328,38.93556798,NW,140000,20010,1
29680,1,1,Y,8,4,2005,1,0,1700,-77.02097213,38.93385571,NW,390000,20010,1
29681,3,1,Y,8,4,2007,1,0,1700,-77.02095364,38.93374923,NW,529000,20010,1
29682,1,0,N,7,3,2016,1,0,1700,-77.02094152,38.93369555,NW,390000,20010,1
29683,1,1,N,8,4,2016,1,0,1700,-77.02092489,38.9336406,NW,575000,20010,1
29684,1,0,N,5,2,2006,1,1,1938,-77.02204296,38.93361733,NW,265000,20010,1
29685,1,1,Y,5,2,2018,1,1,1379,-77.02200755,38.93362806,NW,580000,20010,1
29686,2,1,Y,5,3,2016,1,0,1379,-77.02196476,38.93363491,NW,540000,20010,1
29687,2,0,Y,5,2,2015,1,0,1406,-77.02187942,38.9336552,NW,603000,20010,1
29688,2,0,Y,5,2,2014,1,0,1406,-77.02183755,38.93365386,NW,635000,20010,1
29689,1,1,Y,5,2,2014,1,1,1406,-77.02179269,38.93365494,NW,530000,20010,1
29690,1,1,Y,5,2,2016,1,1,1406,-77.0217499,38.93366054,NW,499000,20010,1
29691,2,0,Y,6,4,2012,2,0,1417,-77.02091923,38.93359403,NW,399555,20010,1
29692,2,0,N,6,3,2012,1,1,1417,-77.02089602,38.93350467,NW,376390,20010,1
29693,3,1,Y,6,4,2016,2,0,1874,-77.02158128,38.93367111,NW,840000,20010,1
29694,2,0,Y,6,3,2017,1,0,1143,-77.01820969,38.92929446,NW,660000,20001,1
29695,3,0,N,6,2,2003,1,0,1221,-77.01818949,38.92924663,NW,236230,20001,1
29696,1,0,N,6,3,1997,1,0,1331,-77.01826362,38.92911401,NW,113753,20001,1
29697,2,1,Y,6,4,2005,2,0,1331,-77.01830224,38.9290832,NW,452000,20001,1
29698,2,1,N,6,3,2004,1,0,1331,-77.01840751,38.92895914,NW,324000,20001,1
29699,1,0,Y,7,3,2004,1,0,2480,-77.01852685,38.92887309,NW,301500,20001,1
29700,1,0,Y,6,3,2001,1,0,1331,-77.01866939,38.92885018,NW,83500,20001,1
29701,2,0,N,8,4,2008,1,0,2361,-77.01821934,38.9291569,NW,409777,20001,1
29702,1,0,Y,7,3,2017,1,0,1316,-77.01910393,38.9287912,NW,615000,20001,1
29703,4,1,Y,8,3,2003,1,0,1196,-77.0191639,38.92877642,NW,160000,20001,1
29704,2,0,N,6,3,2018,1,0,1040,-77.02140553,38.92759071,NW,535000,20001,1
29705,1,1,N,6,3,2002,1,0,1040,-77.02146561,38.92758476,NW,90600,20001,1
29706,3,1,Y,6,4,2016,2,0,1040,-77.02151924,38.92758069,NW,712000,20001,1
29707,2,1,N,7,3,2016,1,0,1040,-77.02162937,38.92757148,NW,549000,20001,1
29708,1,0,N,6,3,2000,1,0,1040,-77.02168899,38.92756859,NW,82000,20001,1
29709,3,1,Y,8,5,2003,2,2,1514,-77.01988866,38.91609366,NW,508000,20001,1
29710,3,1,Y,6,3,2011,1,0,1453,-77.01993853,38.91628481,NW,615000,20001,1
29711,2,1,Y,7,3,2012,1,2,1615,-77.01993148,38.91624103,NW,630000,20001,1
29712,3,1,Y,8,5,2017,2,0,2171,-77.01875832,38.91617348,NW,1300000,20001,1
29713,3,1,Y,7,4,2012,1,0,3400,-77.01873278,38.9159635,NW,969000,20001,1
29714,2,0,Y,8,4,2005,2,0,1800,-77.02054471,38.91589888,NW,144100,20001,1
29715,3,0,Y,10,6,2008,2,1,1800,-77.02060237,38.9159267,NW,415000,20001,1
29716,5,1,Y,12,7,2013,2,3,1800,-77.02070766,38.91597992,NW,930000,20001,1
29717,1,0,N,6,3,1999,1,0,1394,-77.02031176,38.91622204,NW,114000,20001,1
29718,2,1,Y,6,3,2014,1,2,1388,-77.020334,38.91617403,NW,900000,20001,1
29719,2,0,Y,7,4,1993,1,0,945,-77.02023594,38.9160028,NW,52000,20001,1
29720,2,2,Y,8,4,2004,2,0,968,-77.02021862,38.9159047,NW,305000,20001,1
29721,3,1,Y,8,4,2011,1,2,1800,-77.02033363,38.92942869,NW,279000,20010,1
29722,2,1,Y,8,4,2010,1,0,1800,-77.02039683,38.92941877,NW,296500,20010,1
29723,2,0,N,6,3,1992,1,0,1493,-77.01992221,38.92968757,NW,40000,20010,1
29724,3,1,Y,6,4,2009,1,1,4418,-77.02047583,38.92941101,NW,500000,20010,1
29725,3,0,N,6,4,2011,1,0,2539,-77.02093481,38.9293267,NW,445000,20010,1
29726,1,0,N,7,4,1996,1,0,2112,-77.02054625,38.93004662,NW,42500,20010,1
29727,3,1,Y,6,4,2006,2,0,1936,-77.02024248,38.93008965,NW,500000,20010,1
29728,1,0,N,6,3,2017,1,0,1600,-77.01907774,38.92960745,NW,250000,20010,1
29729,1,0,N,6,3,1996,1,0,1600,-77.01915074,38.92959834,NW,122000,20010,1
29730,1,0,N,6,3,2014,1,0,1600,-77.0192829,38.92957237,NW,480000,20010,1
29731,2,1,Y,6,3,2016,1,1,1600,-77.01935279,38.92956398,NW,620000,20010,1
29732,3,1,Y,6,5,2013,2,0,1600,-77.01949522,38.92955477,NW,700000,20010,1
29733,1,0,N,6,3,2001,1,0,2374,-77.01869452,38.9296803,NW,99900,20010,1
29734,1,0,N,6,3,1999,1,0,2375,-77.01875022,38.9296611,NW,125000,20010,1
29735,4,1,Y,6,3,2011,1,1,2375,-77.01880869,38.92965677,NW,429000,20010,1
29736,1,1,Y,6,3,2015,1,0,1400,-77.0195183,38.93003158,NW,595000,20010,1
29737,3,1,Y,6,4,2017,1,0,1400,-77.01956723,38.93014255,NW,758000,20010,1
29738,1,1,Y,6,3,1999,1,1,3129,-77.01690549,38.9169247,NW,136800,20001,1
29739,1,1,Y,6,3,1998,1,1,1800,-77.01676793,38.91693769,NW,131000,20001,1
29740,1,1,Y,6,3,1998,1,1,1800,-77.01669714,38.91694409,NW,131000,20001,1
29741,1,1,Y,6,3,1998,1,1,1800,-77.01662576,38.91695104,NW,132800,20001,1
29742,2,0,Y,7,4,2005,2,0,1267,-77.01571941,38.91739041,NW,168000,20001,1
29743,2,0,N,7,4,2017,2,0,1267,-77.01572818,38.91742816,NW,528450,20001,1
29744,1,1,N,5,3,2003,1,0,718,-77.01555983,38.91742079,NW,244500,20001,1
29745,2,0,Y,6,3,2006,1,1,2822,-77.01496507,38.91745276,NW,320000,20001,1
29746,3,1,Y,8,4,2017,1,0,1400,-77.01970196,38.93065042,NW,836000,20010,1
29747,1,0,N,6,3,1997,1,0,2131,-77.01872644,38.93136097,NW,95000,20010,1
29748,2,0,Y,7,2,2013,1,0,1589,-77.01869714,38.93130503,NW,545000,20010,1
29749,2,0,Y,6,2,2001,1,0,1575,-77.01868834,38.93120856,NW,180000,20010,1
29750,3,0,Y,6,4,2017,1,0,1553,-77.01863687,38.93106227,NW,745000,20010,1
29751,1,0,N,7,3,2001,1,0,1478,-77.01858861,38.93086932,NW,95000,20010,1
29752,3,1,Y,6,4,2015,1,1,1470,-77.01857672,38.93082014,NW,649000,20010,1
29753,3,1,Y,6,3,2014,1,0,1462,-77.01857567,38.93077032,NW,658000,20010,1
29754,2,0,N,7,3,2003,1,0,1447,-77.01855188,38.9306724,NW,262500,20010,1
29755,3,1,Y,8,4,2017,2,0,1701,-77.01853768,38.93061592,NW,849000,20010,1
29756,2,0,N,7,3,1994,1,0,2040,-77.01914692,38.93124542,NW,45000,20010,1
29757,3,1,Y,8,4,2016,1,0,2040,-77.01901152,38.93126661,NW,661450,20010,1
29758,3,0,Y,6,4,2017,1,0,2028,-77.01894336,38.93127815,NW,750000,20010,1
29759,2,1,Y,7,4,2018,2,0,5688,-77.01973808,38.93073157,NW,882500,20010,1
29760,3,1,Y,8,3,2013,1,0,1691,-77.01911917,38.93057259,NW,570000,20010,1
29761,3,0,N,7,4,2011,1,1,3800,-77.02021215,38.93093436,NW,389000,20010,1
29762,3,1,Y,6,5,2014,2,0,2850,-77.02076776,38.93031161,NW,672500,20010,1
29763,2,1,Y,5,2,2013,1,0,1040,-77.01824621,38.91742148,NW,645000,20001,1
29764,1,1,Y,4,2,2012,1,1,750,-77.01829124,38.91765705,NW,390000,20001,1
29765,2,1,Y,7,3,2006,2,0,1318,-77.01955562,38.92818324,NW,315000,20001,1
29766,4,1,Y,6,3,2011,1,0,1292,-77.01963231,38.92817674,NW,467620,20001,1
29767,1,0,N,6,3,2015,1,0,1438,-77.0200706,38.9283308,NW,480125,20001,1
29768,2,0,Y,6,3,2017,1,0,1076,-77.02000348,38.92833928,NW,450000,20001,1
29769,2,1,Y,6,3,2013,1,0,1095,-77.01993394,38.92835488,NW,450000,20001,1
29770,2,0,Y,6,3,2018,1,1,1114,-77.01986556,38.92836552,NW,545000,20001,1
29771,1,0,N,6,2,2002,1,2,1190,-77.01958901,38.9284107,NW,125000,20001,1
29772,1,0,N,6,3,2000,1,1,1209,-77.01952132,38.92842089,NW,750000,20001,1
29773,2,0,Y,6,2,2014,1,0,1000,-77.01973467,38.92924475,NW,607000,20010,1
29774,2,0,Y,6,2,2015,1,2,1600,-77.01771141,38.91606888,NW,766450,20001,1
29775,1,0,N,6,3,1995,1,0,1599,-77.01776676,38.91606067,NW,175000,20001,1
29776,3,1,Y,8,4,2006,2,1,1600,-77.01782625,38.91605688,NW,584000,20001,1
29777,2,2,Y,6,3,2013,1,2,1600,-77.01788321,38.9160529,NW,700000,20001,1
29778,3,1,Y,6,3,2016,2,0,1409,-77.01758901,38.91631743,NW,865000,20001,1
29779,1,0,N,6,3,2018,1,0,1311,-77.01759707,38.91626834,NW,730000,20001,1
29780,2,0,Y,6,3,2016,1,0,1197,-77.01747272,38.91605837,NW,815000,20001,1
29781,2,1,Y,8,3,2007,1,0,3000,-77.01851095,38.91648584,NW,460000,20001,1
29782,2,0,Y,8,6,2013,1,2,3000,-77.0184285,38.91649612,NW,700000,20001,1
29783,3,0,N,10,7,1996,2,0,5600,-77.01806598,38.91604873,NW,145000,20001,1
29784,2,0,N,8,5,2008,1,0,3750,-77.01935833,38.91642751,NW,484000,20001,1
29785,3,1,Y,8,5,2015,2,2,1423,-77.0124261,38.91375433,NW,775000,20001,5
29786,3,1,Y,8,4,2005,2,0,1700,-77.01243161,38.91361632,NW,523000,20001,5
29787,3,0,Y,8,4,2007,1,0,2800,-77.01008781,38.92003282,NW,500000,20001,5
29788,1,0,N,6,3,1994,1,0,2800,-77.01128304,38.92001748,NW,173000,20001,5
29789,3,1,Y,7,4,2005,2,1,2450,-77.01114985,38.92000389,NW,450000,20001,5
29790,3,0,Y,7,4,2004,2,0,2450,-77.0109627,38.92000598,NW,410500,20001,5
29791,1,1,N,7,6,1994,1,0,2450,-77.01090319,38.92000617,NW,82000,20001,5
29792,1,0,N,6,3,1994,1,1,2450,-77.01084116,38.92000374,NW,170000,20001,5
29793,3,1,Y,7,4,2013,1,0,2450,-77.01071846,38.92000754,NW,783000,20001,5
29794,3,1,Y,7,4,2016,1,0,2400,-77.01065711,38.92000781,NW,995000,20001,5
29795,1,2,N,6,3,2006,1,1,2400,-77.01059692,38.9200034,NW,110000,20001,5
29796,2,1,Y,6,4,2016,1,0,1367,-77.00948142,38.91427763,NW,775000,20001,5
29797,3,1,Y,8,5,2004,2,1,1366,-77.00954045,38.914276,NW,600000,20001,5
29798,3,1,N,7,4,2016,2,2,1500,-77.01005148,38.91427587,NW,850000,20001,5
29799,3,1,Y,8,4,2011,2,1,1499,-77.01011098,38.91427604,NW,449000,20001,5
29800,2,1,N,6,4,2004,1,0,1367,-77.01173621,38.91429003,NW,432000,20001,5
29801,3,1,N,6,3,2014,1,0,1367,-77.01191147,38.91428326,NW,719500,20001,5
29802,2,0,N,7,4,1994,1,1,1367,-77.01197904,38.91428604,NW,90000,20001,5
29803,3,1,Y,7,4,2016,2,0,1500,-77.00981654,38.91464505,NW,985000,20001,5
29804,1,0,Y,7,3,1999,1,0,1401,-77.0092915,38.92042249,NW,151516,20001,5
29805,1,1,N,8,3,1995,1,0,1402,-77.00936369,38.92042726,NW,119900,20001,5
29806,3,1,Y,7,4,2015,2,0,1402,-77.00942734,38.92042699,NW,950000,20001,5
29807,2,0,Y,6,2,2015,1,0,1402,-77.00955557,38.9204268,NW,665000,20001,5
29808,3,1,Y,7,4,2016,1,0,2196,-77.00961681,38.92042661,NW,1050000,20001,5
29809,1,1,N,7,4,2009,1,0,2516,-77.00968265,38.92042651,NW,225000,20001,5
29810,1,0,N,6,3,2008,1,0,2516,-77.00974377,38.92042579,NW,385000,20001,5
29811,1,2,Y,6,3,2015,1,0,2516,-77.00980592,38.92042759,NW,675000,20001,5
29812,1,1,N,6,3,2017,1,0,2814,-77.00977603,38.9210852,NW,640000,20001,5
29813,2,0,N,8,4,1997,2,0,1875,-77.0093527,38.92108262,NW,50000,20002,5
29814,2,0,Y,6,3,2004,1,0,1332,-77.00933932,38.92102479,NW,400000,20002,5
29815,1,1,Y,6,3,2014,1,0,1332,-77.00933931,38.9209774,NW,202000,20002,5
29816,1,1,N,6,3,2005,1,0,1332,-77.00933931,38.92092705,NW,75000,20002,5
29817,3,1,Y,7,4,2016,1,1,1332,-77.00933942,38.92087894,NW,799900,20002,5
29818,3,1,Y,7,4,2014,1,0,1332,-77.00933951,38.92073274,NW,710000,20002,5
29819,4,1,Y,8,4,2014,2,0,1332,-77.00933328,38.92068229,NW,699000,20002,5
29820,2,1,Y,6,3,2015,1,0,1331,-77.00933293,38.92062923,NW,520000,20002,5
29821,3,0,Y,8,3,2013,1,0,2283,-77.0228911,38.95218712,NW,527750,20011,4
29822,2,0,Y,6,3,2014,1,0,2283,-77.02294809,38.95218693,NW,450000,20011,4
29823,1,1,Y,6,3,2013,1,0,2283,-77.02300612,38.95218476,NW,345000,20011,4
29824,3,1,Y,10,3,2014,1,0,2283,-77.02306496,38.95218267,NW,569000,20011,4
29825,1,0,N,6,3,2017,1,0,2283,-77.02318136,38.95217905,NW,749999,20011,4
29826,2,1,Y,8,3,2014,1,0,2283,-77.02324008,38.95217714,NW,490000,20011,4
29827,3,1,Y,10,3,2014,1,0,1367,-77.02238659,38.95286518,NW,497000,20011,4
29828,1,0,N,6,2,2017,1,0,1367,-77.02238252,38.95277906,NW,425000,20011,4
29829,1,0,N,8,4,1996,1,0,1367,-77.02238043,38.95273574,NW,76237,20011,4
29830,1,0,N,5,2,2017,1,0,1367,-77.02237984,38.95268853,NW,649900,20011,4
29831,1,1,N,8,5,2003,1,0,1367,-77.02237289,38.95260088,NW,187000,20011,4
29832,1,1,N,5,2,2014,1,0,1368,-77.02237092,38.95255737,NW,185000,20011,4
29833,1,0,N,5,2,2002,1,0,1368,-77.02236777,38.95246738,NW,151500,20011,4
29834,2,1,Y,10,3,2011,1,0,1368,-77.02236591,38.95242477,NW,359000,20011,4
29835,3,0,N,8,3,2007,1,0,1734,-77.02361182,38.95401169,NW,399900,20011,4
29836,1,1,Y,6,3,2012,1,0,1734,-77.02348792,38.95401433,NW,277000,20011,4
29837,1,0,N,7,3,2018,1,0,1733,-77.02324945,38.95402105,NW,580000,20011,4
29838,1,0,N,6,3,2001,1,0,1650,-77.01017995,38.91278543,NW,106000,20001,5
29839,2,0,Y,6,3,2009,1,0,1500,-77.01028626,38.91278542,NW,539000,20001,5
29840,1,1,Y,6,4,2006,1,0,1500,-77.01033757,38.91278541,NW,525000,20001,5
29841,2,1,Y,6,3,2013,2,3,1500,-77.01076165,38.91277844,NW,709000,20001,5
29842,3,1,Y,8,4,1998,1,0,1500,-77.01151776,38.9153652,NW,151424,20001,5
29843,2,0,N,11,4,1992,2,0,1500,-77.01145688,38.91535782,NW,55000,20001,5
29844,2,1,Y,6,4,2002,1,1,1133,-77.00935262,38.9151437,NW,208000,20002,5
29845,2,1,Y,7,4,2014,2,1,1133,-77.00935434,38.91509757,NW,650000,20002,5
29846,5,2,Y,10,6,1999,2,0,2520,-77.01095809,38.92154587,NW,250,20001,5
29847,3,1,Y,9,3,2017,2,1,2520,-77.01114594,38.92155098,NW,1500000,20001,5
29848,1,1,N,7,3,1997,1,0,2000,-77.00935941,38.92211596,NW,129000,20002,5
29849,2,1,Y,6,3,2014,1,0,2000,-77.00937577,38.92200651,NW,715000,20002,5
29850,3,0,Y,8,4,2015,2,0,2000,-77.00936883,38.92178473,NW,178150,20002,5
29851,2,0,N,3,3,2005,1,0,2000,-77.00936916,38.92167437,NW,215000,20002,5
29852,3,0,Y,8,4,2006,1,0,2000,-77.00936982,38.92145421,NW,429000,20002,5
29853,1,0,N,7,3,1994,1,0,2852,-77.01155738,38.92217387,NW,147000,20001,5
29854,2,1,Y,7,4,2013,2,2,2852,-77.01148668,38.92214847,NW,701000,20001,5
29855,2,0,N,6,3,2002,1,0,2852,-77.01112794,38.92218445,NW,150000,20001,5
29856,3,1,Y,7,4,2012,2,0,2852,-77.01098563,38.92218194,NW,431000,20001,5
29857,3,1,Y,6,3,2013,1,2,2852,-77.01091506,38.92217087,NW,728000,20001,5
29858,2,0,N,6,3,2001,1,0,2852,-77.01077068,38.92217439,NW,235000,20001,5
29859,2,1,Y,7,4,2003,1,1,2852,-77.01069573,38.92218458,NW,343900,20001,5
29860,1,0,N,6,3,1994,1,0,2852,-77.01062573,38.92218477,NW,135900,20001,5
29861,0,0,0,0,0,2016,0,0,2852,-77.01048435,38.92217865,NW,540500,20001,5
29862,1,1,Y,7,4,2017,1,0,2400,-77.01047642,38.9200072,NW,910000,20001,5
29863,1,2,N,6,3,2013,1,0,2391,-77.01132538,38.91938627,NW,650000,20001,5
29864,3,1,Y,7,4,2014,1,0,2391,-77.01138695,38.91938644,NW,765000,20001,5
29865,3,1,Y,6,4,2005,2,0,2391,-77.01150446,38.91938481,NW,388000,20001,5
29866,1,1,N,6,3,2015,2,1,2450,-77.01156846,38.9193866,NW,805000,20001,5
29867,2,1,N,6,3,2013,2,0,2391,-77.01090887,38.91938522,NW,5000,20001,5
29868,2,1,Y,6,3,2013,1,0,2391,-77.0109694,38.91938522,NW,753750,20001,5
29869,3,1,Y,9,5,2017,2,0,2391,-77.01103698,38.91938566,NW,1405000,20001,5
29870,1,0,N,6,3,2007,1,0,1875,-77.02189675,38.94239495,NW,364000,20011,4
29871,3,1,N,10,4,2015,1,1,1680,-77.02301856,38.94283146,NW,725000,20011,4
29872,1,0,Y,7,3,2010,1,1,1500,-77.02291843,38.94282824,NW,465000,20011,4
29873,3,1,Y,8,3,2006,1,0,2374,-77.0227364,38.94280962,NW,429000,20011,4
29874,2,1,N,7,4,2017,1,0,2375,-77.02267596,38.94281117,NW,610000,20011,4
29875,3,1,Y,9,4,2005,1,0,2850,-77.02254458,38.94283777,NW,534000,20011,4
29876,3,1,Y,7,3,2009,1,0,2809,-77.02270205,38.94215455,NW,576500,20011,4
29877,3,1,Y,7,3,2010,1,0,2809,-77.02262961,38.94215456,NW,573000,20011,4
29878,3,0,Y,7,4,2014,1,0,2500,-77.0231729,38.94355119,NW,710000,20011,4
29879,2,0,N,7,3,2016,1,0,2000,-77.02317638,38.94360947,NW,535000,20011,4
29880,1,1,N,8,5,1997,1,1,2313,-77.00990979,38.92106915,NW,170000,20001,5
29881,3,1,Y,7,4,2012,1,0,2908,-77.00984488,38.92109492,NW,689000,20001,5
29882,3,1,Y,6,3,2017,2,0,1534,-77.01396498,38.92041167,NW,925000,20001,5
29883,3,1,Y,8,4,2010,2,1,1462,-77.01403821,38.92041112,NW,612750,20001,5
29884,2,0,N,6,2,2002,1,0,1391,-77.01411166,38.92041066,NW,150000,20001,5
29885,3,1,Y,10,3,2014,1,0,1847,-77.02336587,38.94701096,NW,680000,20011,4
29886,2,1,N,10,5,2018,2,1,1632,-77.02279882,38.94715935,NW,688425,20011,4
29887,1,0,N,6,3,2018,1,0,1767,-77.02279592,38.94710692,NW,875000,20011,4
29888,2,0,N,6,3,2002,1,0,2016,-77.02279069,38.94700666,NW,235000,20011,4
